sentence,label,id,token_count,char_count,avg_word_len,dep_depth,num_clauses,passive_voice_count,negation_count,hedge_count,num_financial_terms,num_entities,entity_density,flesch_reading_ease,flesch_kincaid_grade,complexity_score
20 October 2010 - Finnish metal products company Componenta Oyj HEL : CTH1V said yesterday that its net loss narrowed to EUR7m for the first nine months of 2010 from EUR23 .3 m for the same period of 2009 .,positive,471,41,206,4.467,7,1,0,0,0,0,9,0.2195,64.59,8.85,0.206165329643709
Finnish fibers and plastic products maker Suominen Corporation said its net loss narrowed to 1.6 mln euro $ 2.0 mln in the first nine months of 2006 from 2.16 mln euro $ 2.7 mln in the same period of 2005 .,positive,472,41,206,4.438,7,1,0,0,0,0,8,0.1951,83.35,3.52,0.1772482289492646
"In contrast , the company 's net loss for the third quarter of 2009 contracted to EUR 76 million from EUR 256 million for the corresponding period a year ago .",positive,473,31,159,4.64,7,0,0,0,0,0,4,0.129,51.96,13.22,0.18271647426580206
"In the second quarter of 2010 , Raute 's net loss narrowed to EUR 123,000 from EUR 1.5 million in the same period of 2009 .",positive,474,26,123,4.0,5,0,0,0,0,0,5,0.1923,88.91,3.84,0.1093162820202246
"ADP News - Nov 13 , 2008 - Finnish printed circuit board PCB maker Aspocomp Group Oyj OMX : ACG1V said today that its net loss narrowed to EUR 2 million USD 2.5 m in the first nine months of 2008 from EUR 57",positive,475,44,207,4.212,7,1,0,0,0,0,8,0.1818,80.79,6.96,0.20172537688208111
"Metsaliitto , however , narrowed its net loss for the second quarter of 2007 to 5.0 mln euro $ 6.9 mln from 61 mln euro $ 83.7 mln a year ago .",positive,476,32,143,4.136,5,0,0,0,0,0,7,0.2188,80.92,3.65,0.11991337302474658
"narrows to EUR2 .8 m 9-mo '09 29 October 2009 - Finnish software and hardware developer Elektrobit Oyj HEL : EBG1V , or EB , said today that its net loss narrowed to EUR2 .8 m for the first nine months of 2009 from EUR35 .6 m for the same period a year ago .",positive,477,58,258,4.103,8,1,0,0,0,0,11,0.1897,77.4,5.57,0.22772618359918506
The diluted loss per share narrowed to EUR 0.27 from EUR 0.86 .,positive,478,13,63,4.2,3,0,0,0,0,1,2,0.1538,95.0,1.5,0.058606658250099385
Unit costs for flight operations fell by 6.4 percent .,positive,479,10,54,5.125,4,0,0,0,0,0,1,0.1,66.1,6.28,0.08513612089420593
The loss for the third quarter of 2007 was EUR 0.3 mn smaller than the loss of the second quarter of 2007 .,positive,480,23,107,3.842,7,0,0,0,0,0,3,0.1304,95.69,2.65,0.10986667815792091
The costs of the new ropax vessels are 30 % lower than those of the present ones .,positive,481,18,82,4.067,6,0,0,0,0,0,1,0.0556,90.13,4.66,0.10467144718371098
"2009 3 February 2010 - Finland-based steel maker Rautaruukki Oyj ( HEL : RTRKS ) , or Ruukki , said today it slipped to a larger-than-expected pretax loss of EUR46m in the fourth quarter of 2009 from a year-earlier profit of EUR45m .",negative,482,53,233,4.361,6,1,0,0,1,1,12,0.2264,41.05,16.48,0.30607295315916316
"( ADPnews ) - Feb 3 , 2010 - Finland-based steel maker Rautaruukki Oyj ( HEL : RTRKS ) , or Ruukki , said today it slipped to a larger-than-expected pretax loss of EUR 46 million ( USD 64.5 m ) in the fourth quarter of 2009 from a",negative,483,55,230,4.343,9,1,0,0,1,0,10,0.1818,66.87,8.53,0.2860481809655138
"Result before taxes decreased to nearly EUR 14.5 mn , compared to nearly EUR 20mn in the previous accounting period .",negative,484,21,117,5.118,6,0,0,0,0,0,0,0.0,54.71,7.99,0.1285518069220831
The company slipped to an operating loss of EUR 2.6 million from a profit of EUR 1.3 million .,negative,485,19,94,4.312,5,0,0,0,0,2,2,0.1053,75.5,4.96,0.1018267794362453
23 April 2010 - Finnish construction and engineering company Outotec Oyj HEL : OTE1V said today it slipped to a net loss of EUR7 .3 m in the first quarter of 2010 from a net profit of EUR12 .5 m in the corresponding period last year .,negative,486,47,234,4.361,6,1,0,0,0,1,8,0.1702,68.89,7.29,0.2029194385435301
Cramo slipped to a pretax loss of EUR 6.7 million from a pretax profit of EUR 58.9 million .,negative,487,19,92,4.125,5,0,0,0,0,1,3,0.1579,89.6,3.0,0.09119309888068972
"Finnish IT solutions provider Affecto Oyj HEL : AFE1V said today its slipped to a net loss of EUR 115,000 USD 152,000 in the second quarter of 2010 from a profit of EUR 845,000 in the corresponding period a year earlier .",negative,488,42,221,4.229,9,1,0,0,0,1,8,0.1905,43.57,17.12,0.26579144848812364
"In 2009 , Comptel slipped to a net loss of EUR2 .1 m from a profit of EUR6 .6 m in the previous year .",negative,489,25,102,3.333,5,0,0,0,0,1,5,0.2,92.38,2.28,0.09891475585743392
"In Q2 of 2009 , profit before taxes amounted to EUR 13.6 mn , down from EUR 26.8 mn in Q2 of 2008 .",negative,490,24,99,3.533,7,0,0,0,0,1,4,0.1667,94.99,1.75,0.10692185015404493
"ADPnews - Feb 5 , 2010 - Finnish real estate investor Sponda Oyj HEL : SDA1V said today that it slipped to a net loss of EUR 81.5 million USD 11.8 m in 2009 from a profit of EUR 29.3 million in 2008 .",negative,491,44,200,3.935,8,1,0,0,0,1,8,0.1818,84.14,3.95,0.19180533815344866
"ADPnews - Jul 17 , 2009 - Finland-based steel maker Rautaruukki Oyj Ruukki HEL : RTRKS said today it slipped to a net loss of EUR 184 million USD 259.7 m for the first half of 2009 from a net profit of EUR 2",negative,492,46,207,4.0,9,1,0,0,0,1,9,0.1957,82.9,6.67,0.21684850800039754
"Profit before taxes amounted to EUR 56.5 mn , down from EUR 232.9 mn a year ago .",negative,493,18,81,3.786,5,0,0,0,0,1,3,0.1667,85.1,2.71,0.08768176369012126
"Profit before taxes decreased by 9 % to EUR 187.8 mn in the first nine months of 2008 , compared to EUR 207.1 mn a year earlier .",negative,494,28,129,4.0,6,0,0,0,0,1,5,0.1786,90.09,2.76,0.11374313242272908
Profit before taxes decreased to EUR 31.6 mn from EUR 50.0 mn the year before .,negative,495,16,79,4.231,3,0,0,0,0,1,3,0.1875,88.96,2.09,0.06762156659958259
"Profit before taxes was EUR 4.0 mn , down from EUR 4.9 mn .",negative,496,14,59,3.8,4,0,0,0,0,1,2,0.1429,95.0,1.5,0.06695489915647983
"The company 's profit before taxes fell to EUR 21.1 mn in the third quarter of 2008 , compared to EUR 35.8 mn in the corresponding period in 2007 .",negative,497,30,147,4.261,7,0,0,0,0,1,4,0.1333,76.5,4.91,0.13569385435301135
"In August-October 2010 , the company 's result before taxes totalled EUR 9.6 mn , up from EUR 0.5 mn in the corresponding period in 2009 .",positive,498,29,138,4.6,6,0,0,0,0,0,4,0.1379,61.24,6.71,0.1371112384466309
Finnish Bore that is owned by the Rettig family has grown recently through the acquisition of smaller shipping companies .,positive,499,20,122,5.368,5,1,2,0,0,1,2,0.1,45.07,11.69,0.16805512851570267
The plan is estimated to generate some EUR 5 million ( USD 6.5 m ) in cost savings on an annual basis .,positive,500,23,103,4.111,5,1,2,0,2,0,1,0.0435,69.79,6.01,0.22638644311518585
"Finnish pharmaceuticals company Orion reports profit before taxes of EUR 70.0 mn in the third quarter of 2010 , up from EUR 54.9 mn in the corresponding period in 2009 .",positive,501,31,169,4.84,7,0,0,0,0,1,6,0.1935,57.0,7.71,0.15282281107135756
"Finnish Sampo Bank , of Danish Danske Bank group , reports profit before taxes of EUR 152.3 mn in 2010 , up from EUR 32.7 mn in 2009 .",positive,502,29,134,4.048,5,0,0,0,0,1,6,0.2069,90.09,2.76,0.10927086050859669
"Profit after taxes for the period was up to EUR0 .9 m , from EUR0 .01 m last year .",positive,503,20,83,3.5,4,0,0,0,0,1,3,0.15,83.25,3.14,0.08748037557766845
"Profit before taxes was EUR 5.4 mn , up from EUR 3.6 mn a year earlier .",positive,504,17,72,3.692,6,0,0,0,0,1,3,0.1765,88.96,2.09,0.08879032032647584
11 August 2010 - Finnish measuring equipment maker Vaisala Oyj HEL : VAIAS said today that its net loss widened to EUR4 .8 m in the first half of 2010 from EUR2 .3 m in the corresponding period a year earlier .,negative,505,42,210,4.5,7,1,0,0,0,0,9,0.2143,67.82,7.03,0.19822918219538857
"Finnish power supply solutions and systems provider Efore Oyj said its net loss widened to 3.2 mln euro $ 4.2 mln for the first quarter of fiscal 2006-2007 ending October 31 , 2007 from 900,000 euro $ 1.2 mln for the same period of fiscal 2005-06 .",negative,506,51,248,4.571,9,2,0,0,0,0,9,0.1765,73.94,5.62,0.24861959367546213
"ADP News - Apr 22 , 2009 - Finnish business information systems developer Solteq Oyj HEL : STQ1V said today its net loss widened to EUR 189,000 USD 245,000 for the first quarter of 2009 from EUR 10,000 for the same peri",negative,507,42,219,4.484,7,1,0,0,0,0,8,0.1905,56.95,14.76,0.24016711622316636
Salonen added that data shows producers ' pulp inventories in North America are declining . ',negative,508,16,93,5.769,6,2,0,0,0,0,2,0.125,17.93,13.99,0.20696952333035182
The Elcoteq group recently announced that the last three months of the previous year brought to it a major loss of more than half a billion kroons ( EUR 32 mln ) for the fifth quarter running .,negative,509,38,193,4.441,6,1,0,0,0,0,5,0.1316,62.54,13.23,0.21770414057841384
"For the current year , Raute expects its net sales to increase and the operating result -- to be positive .",positive,510,21,107,4.611,4,1,0,0,0,1,2,0.0952,61.67,9.13,0.14969396771268137
"Turnover surged to EUR61 .8 m from EUR47 .6 m due to increasing service demand , especially in the third quarter , and the overall growth of its business .",positive,511,30,155,4.739,6,0,0,0,0,0,3,0.1,69.23,5.84,0.1343291708594216
"As a result , the company currently anticipates net sales to increase and the operating result to be positive .",positive,512,20,111,5.0,4,1,0,0,1,1,0,0.0,33.47,13.06,0.21074426446655736
"`` UPM 's deliveries increased during the third quarter by 4 percent , and the efficiency of operations improved , '' Chief Executive Jussi Pesonen said .",positive,513,28,154,5.9,5,1,0,0,0,0,4,0.1429,26.84,14.98,0.20140839684580603
"Global sports equipment maker Amer Sports Corp. , whose brands include Atomic , Salomon and Wilson , saw a 64 percent increase in third-quarter net profit to EURO 47.4 million $ 65 million on strong sales and cost cuts .",positive,514,42,220,5.062,5,1,0,0,0,1,8,0.1905,64.47,7.17,0.1861682179859869
"Exports make up more than 80 per cent of our sales , so the name Glaston also reflects a truly internationally operating company , '' explains Kyro 's President & CEO Mika Seitovirta .",neutral,515,34,184,5.222,5,2,0,0,0,1,4,0.1176,28.62,16.47,0.24889784896143907
"Due to rapid expansion , the market share of Tallink in terms of passenger carriage through Tallinna Sadam Port of Tallinn totaled 55 percent in November against 45.7 percent in November 2005 .",positive,516,33,193,5.321,9,0,0,0,0,0,7,0.2121,65.57,7.96,0.17087562968967404
"Stora Enso R shares rose 1.20 pct to 11.84 eur , UPM-Kymmene was also dragged higher , rising 1.68 pct to 17.56 eur and M-Real B added 2.38 pct to 4.30 eur .",positive,517,37,157,3.615,5,1,2,0,0,0,9,0.2432,97.42,0.91,0.1425156218942556
Cash Flow from Operations for the most recent quarter also reached a eight year low .,negative,518,16,85,4.6,5,0,0,0,0,0,2,0.125,73.17,6.78,0.10588695789231765
"The stock price rose 70.0 ores or 0.9 % to close at SEK77 .65 , ending a two-day streak of losses .",positive,519,24,99,3.688,4,2,0,0,0,0,4,0.1667,104.06,-0.07,0.1333725045343868
"Earnings per share ( EPS ) amounted to EUR0 .98 , up from the loss of EUR0 .02 .",positive,520,19,80,4.0,6,0,0,0,0,2,2,0.1053,86.42,3.07,0.09798312959650168
"Earnings per share ( EPS ) were EUR0 .03 , up from the loss of EUR0 .083 .",positive,521,18,74,3.8,6,0,0,0,0,2,2,0.1111,97.0,1.47,0.08736458954482211
"Operating profit totalled EUR 0.4 mn , up from an operating loss of EUR 0.8 mn year-on-year .",positive,522,22,93,4.125,6,0,0,0,0,2,2,0.0909,74.52,4.19,0.10987347197376268
"Operating profit totalled EUR 7.0 mn , up from a loss of EUR 4.0 mn in the second quarter of 2009 .",positive,523,22,99,3.882,7,0,0,0,0,2,3,0.1364,85.86,2.94,0.1095020443562413
Operating result including non-recurring items rose to EUR 146mn from a loss of EUR 267mn in 2009 .,positive,524,20,99,4.4,5,0,0,0,0,1,3,0.15,55.22,9.78,0.1299149375434804
"Tiimari , the Finnish retailer , reported to have geenrated quarterly revenues totalling EUR 1.3 mn in the 4th quarter 2009 , up from EUR 0.3 mn loss in 2008 .",positive,525,31,159,4.909,8,2,0,0,0,0,7,0.2258,66.1,6.28,0.2070303765093918
"Earnings per share EPS amounted to EUR0 .03 , up from the loss of EUR0 .08 .",positive,526,17,76,4.0,6,0,0,0,0,2,2,0.1176,86.42,3.07,0.09410716060425361
"Operating profit totalled EUR 5.8 mn , up from a loss of EUR 1.7 mn in the fourth quarter of 2009 .",positive,527,22,99,3.882,7,0,0,0,0,2,3,0.1364,90.09,2.35,0.10630108949513022
"Operating profit was EUR 0.6 mn , up from a loss of EUR 19mn a year earlier .",positive,528,18,77,3.643,7,0,0,0,0,2,2,0.1111,82.39,3.76,0.1061988910939674
The investments and operational changes enable additional optimisation of the working hours and thereby further cost savings of some 7 % -9 % .,positive,529,24,143,6.0,7,0,0,0,0,0,2,0.0833,16.32,16.2,0.18531811751515606
"Shareholder 's full name and ID code : - Petri Ailus , born 15.9.1966 For further information , please contact Isto Hantila , CEO , tel. +358 9 591 8342 .",neutral,530,32,154,5.167,4,1,0,0,0,0,3,0.0938,75.34,4.74,0.14719452286449017
"9 September 2010 - Finnish stationery and gift retailer Tiimari HEL : TII1V said today its net sales rose by 2 % year-on-year to EUR5 .7 m in August 2010 , driven by growth in Finland , while demand in the Baltics remained weak .",positive,531,49,229,4.588,6,3,0,0,0,0,9,0.1837,63.4,9.26,0.2730388971191115
"By 14:29 CET on Monday , shares in Bavarian Nordic had climbed 1.21 % to DKK250 on the stock exchange in Copenhagen after having lost 7.41 % in the past month .",positive,532,32,160,4.417,5,0,0,0,0,0,8,0.25,79.53,4.49,0.12447066469141325
"For example , net sales increased by 5.9 % from the first quarter , and EBITDA increased from a negative EUR 0.2 mn in the first quarter of 2009 .",positive,533,30,146,4.478,7,0,0,0,0,1,4,0.1333,84.15,3.67,0.1289664237974558
"`` However , the rapidly increasing costs and the strengthening of the euro were challenging for the whole industry , and they impacted on our results . ''",negative,534,29,155,5.261,5,0,0,0,0,0,0,0.0,36.36,13.9,0.16970922856415227
"At this growth rate , paying off the national debt will be extremely painful .",negative,535,15,78,4.769,3,0,0,0,0,1,0,0.0,69.99,6.73,0.09085719321456968
Operating loss increased to EUR 17mn from a loss of EUR 10.8 mn in 2005 .,negative,536,16,73,3.75,5,0,0,0,0,1,3,0.1875,92.06,2.28,0.08147289539231763
"The payment of 2.779 million litas in interest on a long-term loan provided by Ragutis ' majority shareholder , Estonia 's A. Le Coq , also added to the losses .",negative,537,33,161,4.68,9,1,0,0,0,0,4,0.1212,59.83,7.15,0.19425887621745178
"Cencorp estimates that its net sales in the last quarter will be as earlier stated , EUR4 .3 m to EUR5 .0 m , and operating profit (EBIT)is estimated to be positive .",positive,538,34,166,4.44,5,3,1,0,1,2,3,0.0882,61.33,7.19,0.26799507118366134
`` Our customer has been satisfied with Basware Invoice Automation solution and extends the implementation to new geographies .,positive,539,20,127,6.235,5,0,0,0,0,0,1,0.05,15.4,15.33,0.16002561462681375
` By separating side businesses we will be able to faster expand and develop Tapro retail network .,positive,540,18,99,5.0,5,1,0,0,0,0,1,0.0556,42.55,11.3,0.16206327410678792
"` Our strategic cooperation with Rentakran brings us new customers and already-working relationships with the authorities of the new territories , ' said Jarmo Laasanen , a senior manager at Cramo .",positive,541,34,198,5.75,8,1,0,0,0,0,3,0.0882,13.36,18.1,0.24919415638665277
"`` After the share purchase is completed , financing will also be provided to expand Latvia 's broadband infrastructure and to develop new areas of business , including acquisitions of other companies . ''",positive,542,35,205,5.821,8,2,4,0,0,0,1,0.0286,8.2,19.32,0.2855288422716657
